call_oi,call_change_oi,call_volume,call_iv,call_ltp,call_change,call_bid_qty,call_bid,call_ask,call_ask_qty,strike,put_bid_qty,put_bid,put_ask,put_ask_qty,put_change,put_ltp,put_iv,put_volume,put_change_oi,put_oi,expiry,expiry_valid,is_holiday,call_data_available,put_data_available,data_quality,spot_price,valuation_date,days_to_expiry,T
2103.0,-1587.0,16071.0,25.83,0.8,0.1,1300,0.75,0.8,780,26400.0,780,2219.1,2345.1,780,,1670.0,,,,2.0,2026-08-25,True,False,True,True,OK,24154.900390625,2026-08-18,7,0.019178082191780823
239.0,145.0,868.0,26.47,0.85,0.2,260,0.7,0.85,650,26450.0,780,2180.5,2406.65,780,,,,,,,2026-08-25,True,False,True,False,Missing put LTP,24154.900390625,2026-08-18,7,0.019178082191780823
4869.0,-188.0,14364.0,26.05,0.6,-0.1,62010,0.6,0.7,5005,26500.0,260,2372.75,2434.95,780,110.0,2372.0,,5.0,-5.0,96.0,2026-08-25,True,False,True,True,OK,24154.900390625,2026-08-18,7,0.019178082191780823
337.0,222.0,994.0,26.92,0.7,,1495,0.65,0.85,130,26550.0,1690,2274.85,2532.9,780,,,,,,,2026-08-25,True,False,True,False,Missing put LTP,24154.900390625,2026-08-18,7,0.019178082191780823
889.0,236.0,3308.0,27.57,0.75,0.05,2080,0.65,0.75,650,26600.0,780,2317.35,2558.05,780,,,,,,,2026-08-25,True,False,True,False,Missing put LTP,24154.900390625,2026-08-18,7,0.019178082191780823
363.0,254.0,1643.0,28.05,0.75,0.1,1820,0.65,0.8,650,26650.0,780,2381.6,2608.0,780,,,,,,,2026-08-25,True,False,True,False,Missing put LTP,24154.900390625,2026-08-18,7,0.019178082191780823
688.0,14.0,966.0,28.33,0.7,,65,0.7,0.8,65,26700.0,780,2411.5,2683.85,780,,,,,,,2026-08-25,True,False,True,False,Missing put LTP,24154.900390625,2026-08-18,7,0.019178082191780823
204.0,133.0,492.0,28.6,0.65,-0.05,3900,0.6,0.95,1950,26750.0,780,2457.9,2735.95,780,,,,,,,2026-08-25,True,False,True,False,Missing put LTP,24154.900390625,2026-08-18,7,0.019178082191780823
1005.0,577.0,1748.0,28.84,0.6,-0.1,52910,0.55,0.6,3510,26800.0,780,2538.4,2787.05,780,,2250.0,39.43,,,2.0,2026-08-25,True,False,True,True,OK,24154.900390625,2026-08-18,7,0.019178082191780823
283.0,146.0,732.0,29.52,0.65,0.05,1170,0.6,0.8,1820,26850.0,1690,2561.0,2837.45,780,,,,,,,2026-08-25,True,False,True,False,Missing put LTP,24154.900390625,2026-08-18,7,0.019178082191780823
530.0,95.0,1686.0,29.76,0.6,-0.05,195,0.6,0.65,195,26900.0,780,2633.5,2858.2,780,,2650.0,,,,1.0,2026-08-25,True,False,True,True,OK,24154.900390625,2026-08-18,7,0.019178082191780823
156.0,30.0,254.0,30.66,0.7,-0.05,130,0.65,0.7,2145,26950.0,780,2675.65,2929.1,780,,,,,,,2026-08-25,True,False,True,False,Missing put LTP,24154.900390625,2026-08-18,7,0.019178082191780823
3346.0,1301.0,5959.0,30.43,0.55,-0.1,32890,0.55,0.6,18850,27000.0,780,2829.9,2918.75,845,5.25,2764.1,,,,654.0,2026-08-25,True,False,True,True,OK,24154.900390625,2026-08-18,7,0.019178082191780823
437.0,300.0,1153.0,30.88,0.55,-0.15,6045,0.5,0.55,2405,27050.0,390,2744.65,3034.55,780,,,,,,,2026-08-25,True,False,True,False,Missing put LTP,24154.900390625,2026-08-18,7,0.019178082191780823
1537.0,1325.0,6171.0,31.06,0.5,-0.1,41990,0.5,0.55,22750,27100.0,1690,2767.65,3092.0,1040,,2800.0,,,,2.0,2026-08-25,True,False,True,True,OK,24154.900390625,2026-08-18,7,0.019178082191780823
473.0,161.0,972.0,31.77,0.55,-0.1,2080,0.5,0.55,845,27150.0,1690,2848.1,3129.3,780,,,,,,,2026-08-25,True,False,True,False,Missing put LTP,24154.900390625,2026-08-18,7,0.019178082191780823
6957.0,2411.0,13284.0,31.94,0.5,-0.15,174135,0.5,0.55,98085,27200.0,780,3013.8,3193.75,780,0.75,2941.1,,,,18.0,2026-08-25,True,False,True,True,OK,24154.900390625,2026-08-18,7,0.019178082191780823
